DATA,LINHA,MARCA,PRODUTO,QTD.,TOTAL
03/10/2020,AUDIO E VIDEO,HARMAN KARDON,HARMAN KARDON - SPEAKER ONYX STUDIO 4 BK,1,"1.099,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - AUTO RADIO P3336 POP BLUETOOTH,0,"-119,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,2,"579,80"
03/10/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M9 3G 9POL. PRATA NB284,1,"599,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,2,"2.598,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA335 RECARREGAVEL,1,"299,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"289,90"
03/10/2020,AUDIO E VIDEO,PHILIPS,PHILIPS - RADIO PORTATIL AE1500X AM FM,1,"24,90"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - CAM. ATRIO DC186 HD,1,"199,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,2,"799,00"
03/10/2020,CELULARES,DL,DL - XIAOMI REDMI NOTE 7 64GB PRETO,1,"1.899,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A9 128GB A920 PRETO,1,"2.300,00"
03/10/2020,AUDIO E VIDEO,LG,LG - SYSTEM CK56 MULTI BLUETOOTH 620W,1,"1.199,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - BOOMBOX SP223 BLUETOOTH,0,"-259,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 PRETO,1,"199,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 VERMELHO,1,"1.099,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 64GB AZUL,1,"1.599,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,2,"1.598,00"
03/10/2020,CELULARES,LG,LG - CELULAR LG K9 X210 PRETO RCELL,2,"599,00"
03/10/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S LITE WIFI 7 NB296,1,"299,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA350 RECARREGAVEL,0,"-599,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - SPEAKER FM BT540,1,"190,91"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"479,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"289,90"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,2,"1.798,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 40 FS600B BLUETOOTH,1,"1.299,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 AZUL,1,"1.299,00"
03/10/2020,CELULARES,POSITIVO,POSITIVO - CELULAR P25 PRETO,1,"89,90"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/10/2020,CELULARES,DL,DL - CELULAR YC120 AZUL OI,1,"129,90"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - BOOMBOX BD121 LAVANDA E BRANCO,1,"180,00"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 43 UM7500,1,"1.999,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,1,"599,00"
03/10/2020,AUDIO E VIDEO,PHILCO,PHILCO - SPLIT INVERTER PAC 12000IQFM8,1,"1.998,89"
03/10/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI 10 FOTOS,2,"0,02"
03/10/2020,AUDIO E VIDEO,FUJI,FUJI - FILME INSTAX MINI PACK20,1,"72,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - TORRE SOUND CA3900 BLUETOOTH 800W,2,"1.613,10"
03/10/2020,AUDIO E VIDEO,LG,LG - SYSTEM CK99 MULTI BLUETOOTH 4100W,1,"3.344,00"
03/10/2020,AUDIO E VIDEO,LG,LG - SYSTEM OK55 TORRE 500W,1,"944,00"
03/10/2020,AUDIO E VIDEO,LG,LG - SYSTEM CJ44 MULTI BLUETOOTH 440W,1,"0,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA445 RECARREGAVEL,1,"341,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA PORTATIL AMPLIFICADA CA100,2,"458,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 3 BRANCO,1,"265,56"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 3 VERMELHO,1,"265,56"
03/10/2020,AUDIO E VIDEO,GRADIENTE,GRADIENTE - SPEAKER GMP 104 MEU PRIMEIRO GRADIENTE,10,"2.870,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX WIND 2X1 BT FM SD,1,"128,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - GPS 4.3POL GP034 TV,1,"229,90"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - AUTORADIO DMH-ZS5280TV,1,"1.549,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"479,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - MONITOR LCD 9 AU704,2,"590,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - SUBWOOFER SUB260PBK 110V,1,"2.799,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PLAYER SP252,1,"99,00"
03/10/2020,AUDIO E VIDEO,CANON,CANON - BATERIA LP-E10 T6 T100 T5,1,"329,00"
03/10/2020,AUDIO E VIDEO,LG,LG - DVD PLAYER DP132 USB,6,"1.074,00"
03/10/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 AMARELO BANANA,1,"332,00"
03/10/2020,AUDIO E VIDEO,FUJI,FUJI - CAMERA INSTAX MINI 9 BRANCO GELO,1,"322,00"
03/10/2020,AUDIO E VIDEO,CANON,CANON - LENTE EF50MM F 1.8 STM,3,"1.592,10"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,2,"3.178,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,1,"1.799,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 FS600B BLUETOOTH,1,"839,00"
03/10/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"295,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"743,33"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA PORTATIL AMPLIFICADA CA100,1,"229,00"
03/10/2020,AUDIO E VIDEO,CANON,CANON - CAM. EOS REBEL T100 18-55MM,1,"1.999,90"
03/10/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO5C PRETO,1,"524,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - AUDIO CAR MVH-98UB,1,"219,00"
03/10/2020,AUDIO E VIDEO,MOTOBRAS,MOTOBRAS - RADIO RM PFT 73AC 7 FAIXAS,1,"279,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A70 A705 128GB PRETO,1,"1.980,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"799,00"
03/10/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - CAM. ATRIO DC185 WI-FI 4K,1,"474,90"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,2,"3.998,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO E6 XT 2025 CINZA,1,"899,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 BRANCO POLAR,1,"1.699,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.699,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"0,00"
03/10/2020,CELULARES,ALCATEL,ALCATEL - CELULAR 5033J PRETO,1,"420,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 PRETO,1,"199,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA PORTATIL AMPLIFICADA CA100,1,"229,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PLAYER SP252,1,"119,90"
03/10/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M10A LITE NB267 PTO,1,"629,10"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 128GB PRETO,1,"1.799,10"
03/10/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO5C PRETO,1,"495,00"
03/10/2020,CELULARES,LG,LG - CELULAR LG K9 X210 INDIGO RCELL,1,"599,00"
03/10/2020,CELULARES,LG,LG - CELULAR K11 ALPHA X410 PRETO,1,"699,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - AUDIO CAR MVH-98UB,1,"219,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PLAYER SP252,1,"119,90"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 50 UM7500,1,"2.112,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"879,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 VERMELHO,1,"899,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO E6 XT 2025 CINZA,1,"899,00"
03/10/2020,CELULARES,ASUS,ASUS - ZENFONE MAX SHOT 4GB 64GB PRATA,1,"1.299,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.199,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,2,"1.798,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,3,"2.342,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - DVD PLAYER SP252,1,"119,90"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,2,"1.798,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO E6 XT 2025 CINZA,1,"899,00"
03/10/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,2,"198,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.199,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRATA,2,"1.198,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"699,00"
03/10/2020,CELULARES,LG,LG - CELULAR K9 TV X210 INDIGO,1,"599,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.249,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,2,"1.548,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"749,00"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - BOOMBOX SP181 BRANCO +PRETO,1,"249,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX CHARGE 3 VERMELHO,1,"899,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"479,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - BOOMBOX BD121 PRETO E LARANJA,1,"180,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - MEDIA RECEIVER MVH-S218BT,1,"289,90"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.490,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,AUDIO E VIDEO,PHILCO,PHILCO - TV 43 E60SN SMART TV,1,"1.149,00"
03/10/2020,INFORMATICA,ACER,ACER - NOTEBOOK CORE CELERON 4GB 15.6 PTO A31533C39F,1,"1.999,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A50 A505 128GB PRETO,2,"3.598,00"
03/10/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO5C PRETO,0,"-399,00"
03/10/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,2,"198,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,3,"3.597,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,2,"1.898,00"
03/10/2020,CELULARES,LG,LG - CELULAR LG K9 X210 DOURADO RCELL,1,"499,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"789,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRATA,1,"499,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO,1,"499,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J4 CORE J410 PRETO,1,"599,00"
03/10/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"369,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA445 RECARREGAVEL,1,"379,05"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA325 RECARREGAVEL,0,"-279,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - DVD CAR AVH-G218BT,1,"599,90"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 50 UM7500,1,"2.112,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRATA,1,"599,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 CINNAMON,1,"199,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"479,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - AUDIO CAR MVH-98UB,1,"219,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,2,"1.798,00"
03/10/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET M7S LITE WIFI 7 NB296,1,"285,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"699,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO G7 PLAY 32GB XT1952 INDIGO,1,"999,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - BOOMBOX BD1370 BLUETOOTH,1,"279,90"
03/10/2020,AUDIO E VIDEO,LG,LG - SYSTEM CK56 MULTI BLUETOOTH 620W,1,"1.115,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA340 RECARREGAVEL,1,"449,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA303 RECARREGAVEL,2,"359,80"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX FLIP 4 BRANCO,1,"599,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - AUDIO CAR MVH-98UB,1,"219,00"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.684,00"
03/10/2020,INFORMATICA,SAMSUNG,SAMSUNG - NOTEBOOK ESSENTIALS E20 INTEL DUAL-CORE WINDOWS 10 HOME 4GB 500GB 15.6 HD LED 1.95KG TITANIUM,1,"1.899,10"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,CELULARES,LG,LG - CELULAR LG K11 PLUS X410 AZUL RCELL,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,2,"1.578,10"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRATA,1,"599,00"
03/10/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,2,"245,10"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - BOOMBOX BD1370 BLUETOOTH,1,"279,90"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 55 55SM8100PSA NANOCELL UHD 4K,1,"3.099,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,CELULARES,LG,LG - CELULAR LG K11 PLUS X410 PTO RCELL,1,"799,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO G7 PLUS XT1965 INDIGO,1,"1.499,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,CELULARES,LG,LG - CELULAR K9 TV X210 INDIGO,1,"630,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A8 A730 GOLD,1,"1.499,00"
03/10/2020,AUDIO E VIDEO,CANON,CANON - CAM. EOS REBEL T100 18-55MM,1,"1.999,90"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,1,"1.999,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO E6 XT 2025 CINZA,1,"899,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,2,"1.583,83"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,1,"599,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX CLIP 3 TEAL,1,"249,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,1,"599,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - TORRE SOUND CA3900 BLUETOOTH 800W,1,"999,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 CINNAMON,1,"199,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A30 64GB A305 PRETO,1,"1.299,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A20 32GB A205 PRETO,1,"950,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"0,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/10/2020,CELULARES,LG,LG - CELULAR K12 X420BMW AZUL,1,"899,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX GO 2 PRETO,1,"199,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - SPEAKER BOOM BT530 BLUETOOTH,1,"199,90"
03/10/2020,AUDIO E VIDEO,MULTILASER,MULTILASER - AUTO RADIO P3335 POP,1,"99,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER - DVD CAR AVH-G218BT,1,"599,90"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 55 55SM8100PSA NANOCELL UHD 4K,1,"3.099,00"
03/10/2020,AUDIO E VIDEO,PHILCO,PHILCO - TV 43 E60SN SMART TV,1,"1.149,00"
03/10/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO3C PRETO,1,"284,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"749,00"
03/10/2020,CELULARES,MULTILASER,MULTILASER - CEL MS50L P9051 GRAFITE,1,"399,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"479,00"
03/10/2020,AUDIO E VIDEO,MOTOBRAS,MOTOBRAS - RADIO RM-PSMP 21AC BLUETOOTH,1,"279,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRATA,1,"599,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY J2 CORE J260 PRETO ALLIED,2,"1.168,00"
03/10/2020,AUDIO E VIDEO,HP,HP - CALC. FINANCEIRA HP 12 C GOLD,1,"304,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA445 RECARREGAVEL,1,"399,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"479,00"
03/10/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB278 AZUL,1,"349,00"
03/10/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO5C PRETO,1,"500,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,1,"799,00"
03/10/2020,CELULARES,MULTILASER,MULTILASER - CEL FLIP UP P9022 PTO,1,"129,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - BOX FLIP 4 BRANCO,1,"570,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 AZUL,2,"1.598,00"
03/10/2020,AUDIO E VIDEO,LG,LG - SYSTEM OK55 TORRE 500W,1,"1.099,00"
03/10/2020,AUDIO E VIDEO,JBL,JBL - SOUNDBAR 5.1 BLK,1,"3.770,00"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 55 OLED55B9PSB AI THINQ UHD 4K,1,"5.480,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 50 TC50GX500B SMART 4K UHD LED,1,"1.846,29"
03/10/2020,CELULARES,LG,LG - CELULAR K12 X420BMW AZUL,1,"899,00"
03/10/2020,INFORMATICA,MULTILASER,MULTILASER - TABLET KID PLUS NB279 ROSA,1,"349,00"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO ONE ACTION 128GB XT2013 AZUL DENIM,1,"1.699,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 VERMELHO,1,"799,00"
03/10/2020,AUDIO E VIDEO,PIONEER,PIONEER MEDIA RECEIVER MVH G218BT,1,"479,00"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,2,"3.398,00"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 32 32LM625BPSB AI THINQ HD,4,"4.580,00"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,AUDIO E VIDEO,PHILCO,PHILCO - TV 43 E60SN SMART TV,1,"1.149,00"
03/10/2020,CELULARES,SAMSUNG,SAMSUNG - GALAXY A10 32GB A105 PRETO,1,"799,00"
03/10/2020,AUDIO E VIDEO,MOTOBRAS,MOTOBRAS - RADIO RM-PSMP32 LARANJA OC,1,"139,90"
03/10/2020,CELULARES,MULTILASER,MULTILASER - CEL MS45 4G P9062 PTO,1,"369,00"
03/10/2020,AUDIO E VIDEO,LENOXX,LENOXX - CAIXA AMPLIFICADA CA303 RECARREGAVEL,2,"359,80"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 43 43UM7510PSB AI THINQ UHD 4K,1,"1.529,10"
03/10/2020,AUDIO E VIDEO,PANASONIC,PANASONIC - TV 32 TC32FS500B DUAL CORE WI-FI,1,"899,00"
03/10/2020,INFORMATICA,MULTILASER,MULTILASER - NOTEBOOK LEGACY PC110 14POL. WIN.10 2GB RAM BRANCO,1,"1.099,00"
03/10/2020,AUDIO E VIDEO,LG,LG - DVD PLAYER DP132 USB,1,"179,00"
03/10/2020,AUDIO E VIDEO,LG,LG - TV 55 UM7470,1,"2.849,05"
03/10/2020,CELULARES,MOTOROLA,MOTOROLA - MOTO E6 XT 2025 CINZA,1,"899,00"
03/10/2020,CELULARES,SEMP,SEMP - CELULAR DIG GO1C PRETO,1,"99,00"
